has_collection,budget_processed,log_budget,genres_reform,num_genres,genre_rank,log_num_genres,log_genre_rank,has_homepage,in_english,production_companies_reform,topStudio,log_num_studios,log_numTopStudios,log_overview_len,log_day_of_week,log_year,log_month,log_season,has_poster_path,eng,num_production_countries,usa_produced,topLeadDirector,numTopDirectors,topLeadExecProd,numTopExecProd,topLeadProducer,numTopProducers,topLeadComposer,numTopComposers,topLeadDirectorPhoto,numTopDirectorsPhoto,topLeadEditor,numTopEditors,log_num_crew,log_num_male_crew,log_num_female_crew,runtime_processed,log_runtime,log_title_len,log_num_cast,topLeadActor,log_numTopActors,log_revenue
Not in Collection,1500000,14.220976332738882,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']",5,15,1.791759469228055,2.772588722239781,0,1,['TriStar Pictures'],0,0.6931471805599453,0.0,5.993961427306569,1.791759469228055,7.596392304064196,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.787491742782046,3.1354942159291497,3.1354942159291497,94.0,4.553876891600541,2.6390573296152584,3.9318256327243257,0,0.0,15.535622743009913
Not in Collection,25000000,17.034386422832473,"['Action', 'Crime', 'Thriller']",3,15,1.3862943611198906,2.772588722239781,0,1,"['Silver Pictures', 'Warner Bros.']",0,1.0986122886681098,0.0,5.488937726156687,0.6931471805599453,7.601402334583733,1.3862943611198906,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2.0794415416798357,1.9459101490553132,1.9459101490553132,115.0,4.7535901911063645,2.70805020110221,2.772588722239781,0,0.0,18.326773949941376
Not in Collection,7500000,15.830413711839864,"['Comedy', 'Drama', 'Romance']",3,9,1.3862943611198906,2.302585092994046,1,1,"['Fox Searchlight Pictures', 'Watermark', 'Dune Entertainment III']",0,1.3862943611198906,0.0,5.783825182329737,1.791759469228055,7.605890001053122,2.0794415416798357,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3.58351893845611,2.1972245773362196,2.1972245773362196,95.0,4.564348191467836,3.044522437723423,3.1780538303479458,0,0.6931471805599453,17.92182873285675
Not in Collection,40000000,17.50439003707821,"['Drama', 'War']",2,4,1.0986122886681098,1.6094379124341003,1,0,"['Australian Film Finance Corporation', 'Zero Fiction Film', 'Ming Productions', 'Bluewater Pictures', 'Cheerland Entertainment Organization']",0,1.791759469228055,0.0,5.231108616854587,1.6094379124341003,7.605392364814935,2.0794415416798357,1.3862943611198906,1,English is Spoken Language,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,125.0,4.836281906951478,3.258096538021482,1.6094379124341003,0,0.0,15.816990693309524
Not in Collection,16000000,0.0,"['Action', 'Adventure', 'Comedy']",3,15,1.3862943611198906,2.772588722239781,0,1,['Metro-Goldwyn-Mayer (MGM)'],0,0.6931471805599453,0.0,5.62040086571715,1.791759469228055,7.590346945602565,1.9459101490553132,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,105.0,4.663439094112067,2.772588722239781,2.8903717578961645,0,0.0,16.5563506464056
Not in Collection,10000000,16.118095750958314,"['Horror', 'Drama', 'Thriller', 'Mystery']",4,10,1.6094379124341003,2.3978952727983707,0,1,"['Lakeshore Entertainment', 'Alphaville Films']",0,1.0986122886681098,0.0,5.69035945432406,1.791759469228055,7.601402334583733,2.5649493574615367,0.0,1,English is Spoken Language,1,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0943445622221,2.995732273553991,2.995732273553991,111.0,4.718498871295094,2.1972245773362196,2.833213344056216,0,0.6931471805599453,16.301137198496722
Not in Collection,18000000,16.705882371415992,"['Horror', 'Thriller']",2,10,1.0986122886681098,2.3978952727983707,1,1,"['Revolution Studios', 'Debra Hill Productions']",0,1.0986122886681098,0.0,5.7899601708972535,1.791759469228055,7.603897968521881,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.091042453358316,2.4849066497880004,2.4849066497880004,100.0,4.61512051684126,2.0794415416798357,2.4849066497880004,0,0.0,17.648521372886957
Not in Collection,2400000,14.690979711984754,['Drama'],1,4,0.6931471805599453,1.6094379124341003,0,1,"['Columbia Pictures', '40 Acres & A Mule Filmworks']",1,1.0986122886681098,0.6931471805599453,5.945420608606575,1.3862943611198906,7.599401333415815,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,1.0986122886681098,1.0986122886681098,120.0,4.795790545596741,2.70805020110221,2.8903717578961645,0,0.0,15.56141874028948
Not in Collection,4000000,15.201805169084134,['Comedy'],1,9,0.6931471805599453,2.302585092994046,1,1,"['BBC Films', 'StudioCanal', 'Baby Cow Productions', 'British Film Institute (BFI)', 'Baby Cow Films']",0,1.791759469228055,0.0,6.2422232654551655,1.3862943611198906,7.607878073278507,2.0794415416798357,1.3862943611198906,1,English is Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573296152584,2.3978952727983707,2.3978952727983707,90.0,4.51085950651685,3.295836866004329,3.1780538303479458,0,0.0,16.097893045681612
Not in Collection,6000000,15.607270193858982,"['Drama', 'Thriller']",2,4,1.0986122886681098,1.6094379124341003,0,1,[],0,0.0,0.0,5.8664680569332965,1.9459101490553132,7.60688453121963,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.6931471805599453,0.6931471805599453,93.0,4.543294782270004,2.772588722239781,3.1354942159291497,0,0.6931471805599453,8.557759153162898
Not in Collection,16000000,0.0,"['Documentary', 'History']",2,1,1.0986122886681098,0.6931471805599453,0,1,['Discovery Channel Pictures'],0,0.6931471805599453,0.0,6.618738983517219,1.9459101490553132,7.601402334583733,2.302585092994046,0.6931471805599453,1,English is Spoken Language,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.0,0.0,97.0,4.584967478670572,4.07753744390572,1.3862943611198906,0,0.0,14.712645789110677
Not in Collection,65000000,17.989897843244528,"['Comedy', 'Drama']",2,9,1.0986122886681098,2.302585092994046,1,1,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.']",1,1.3862943611198906,1.0986122886681098,5.62040086571715,1.6094379124341003,7.606387389772652,2.4849066497880004,1.3862943611198906,1,English is Spoken Language,1,1,0,1,0,1,0,4,0,1,1,1,1,2,4.060443010546419,3.2188758248682006,3.2188758248682006,95.0,4.564348191467836,2.1972245773362196,2.9444389791664403,1,1.0986122886681098,19.171062453510984
Not in Collection,10000000,16.118095750958314,"['Comedy', 'Romance']",2,9,1.0986122886681098,2.302585092994046,1,1,"['Entertainment Films', 'Material Entertainment', 'Beech Hill Films']",0,1.3862943611198906,0.0,4.875197323201151,1.6094379124341003,7.60489448081162,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.6094379124341003,1.6094379124341003,100.0,4.61512051684126,2.833213344056216,3.4339872044851463,0,1.0986122886681098,17.312018149733785
Not in Collection,2000000,14.508658238524095,"['Adventure', 'Comedy', 'Drama']",3,19,1.3862943611198906,2.995732273553991,0,1,"['Fandango', 'Vertigo Productions', 'SBS Independent', 'Adelaide Film Festival']",0,1.6094379124341003,0.0,5.966146739123692,1.6094379124341003,7.604396348796338,1.9459101490553132,1.0986122886681098,1,English is Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995732273553991,1.0986122886681098,1.0986122886681098,90.0,4.51085950651685,2.3978952727983707,2.302585092994046,0,0.0,12.611541086966115
Belongs in Collection,16000000,0.0,"['Drama', 'Family']",2,4,1.0986122886681098,1.6094379124341003,1,1,[],0,0.0,0.0,4.189654742026425,1.791759469228055,7.607381425639791,1.791759469228055,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,0.6931471805599453,0.6931471805599453,92.0,4.532599493153256,2.9444389791664403,2.8903717578961645,0,0.0,11.700905979615861
Not in Collection,9000000,16.012735246411598,['Comedy'],1,9,0.6931471805599453,2.302585092994046,0,1,['Paul Schiff Productions'],0,0.6931471805599453,0.0,6.0844994130751715,1.791759469228055,7.598399329323964,1.6094379124341003,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,2.1972245773362196,2.1972245773362196,79.0,4.382026634673881,1.3862943611198906,3.6109179126442243,0,0.0,15.285864548115635
Not in Collection,16000000,0.0,['Thriller'],1,12,0.6931471805599453,2.5649493574615367,1,1,"['ArieScope Pictures', 'A Bigger Boat']",0,1.0986122886681098,0.0,4.990432586778736,1.791759469228055,7.606387389772652,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.828641396489095,2.5649493574615367,2.5649493574615367,93.0,4.543294782270004,1.9459101490553132,2.302585092994046,0,0.0,14.935839001443595
Belongs in Collection,110000000,18.5159909328476,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",4,19,1.6094379124341003,2.995732273553991,0,1,"['Twentieth Century Fox Film Corporation', 'Bad Hat Harry Productions', 'Marvel Enterprises', 'XM2 Productions', 'XF2 Canada Productions']",1,1.791759469228055,0.0,5.662960480135946,1.6094379124341003,7.602900462204755,1.6094379124341003,0.0,1,English is Spoken Language,1,1,0,1,0,0,1,3,0,0,1,1,0,0,3.367295829986474,2.6390573296152584,2.6390573296152584,133.0,4.897839799950911,1.0986122886681098,3.4657359027997265,0,1.791759469228055,19.826070497042362
Not in Collection,14320000,16.477167789329172,"['Drama', 'Music', 'Romance']",3,4,1.3862943611198906,1.6094379124341003,0,1,"['Twentieth Century Fox Film Corporation', 'Robert Wise Productions']",1,1.0986122886681098,0.0,4.204692619390966,1.3862943611198906,7.634820677745543,2.0794415416798357,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3978952727983707,2.1972245773362196,2.1972245773362196,176.0,5.176149732573829,1.791759469228055,2.6390573296152584,0,0.0,16.454567959008102
Not in Collection,16000000,0.0,"['Drama', 'Romance']",2,4,1.0986122886681098,1.6094379124341003,0,1,"['Wild Bear Films', 'Archer Street Productions', 'Delux Productions']",0,1.3862943611198906,0.0,5.8998973535824915,2.0794415416798357,7.602900462204755,2.1972245773362196,0.0,1,English is Spoken Language,2,0,0,0,0,0,0,0,1,1,0,0,0,0,2.6390573296152584,1.3862943611198906,1.3862943611198906,101.0,4.624972813284271,3.258096538021482,2.6390573296152584,0,0.6931471805599453,17.264443261931465
Not in Collection,3500000,15.068273812173887,"['Drama', 'Comedy']",2,4,1.0986122886681098,1.6094379124341003,1,1,['Duplass Brothers Productions'],0,0.6931471805599453,0.0,5.723585101952381,1.791759469228055,7.6093665379542115,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341003,0.6931471805599453,0.6931471805599453,108.0,4.6913478822291435,2.3978952727983707,2.772588722239781,0,0.0,13.330705120457191
Not in Collection,18000000,16.705882371415992,['Drama'],1,4,0.6931471805599453,1.6094379124341003,1,1,['Senator Entertainment Co'],0,0.6931471805599453,0.0,5.493061443340548,1.3862943611198906,7.605392364814935,2.4849066497880004,1.3862943611198906,1,English is Spoken Language,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469228055,1.0986122886681098,1.0986122886681098,98.0,4.59511985013459,2.6390573296152584,3.1780538303479458,0,0.0,12.853633897869235
Not in Collection,4000000,15.201805169084134,"['Horror', 'Crime', 'Thriller']",3,10,1.3862943611198906,2.3978952727983707,0,1,['Warner Bros.'],0,0.6931471805599453,0.0,6.095824562432225,1.3862943611198906,7.63433723562832,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.1354942159291497,2.5649493574615367,2.5649493574615367,108.0,4.6913478822291435,2.772588722239781,2.5649493574615367,0,0.0,16.213405921671733
Not in Collection,16000000,0.0,"['Drama', 'Mystery', 'Romance']",3,4,1.3862943611198906,1.6094379124341003,1,1,"['Killer Films', 'Parts and Labor', 'FullDawa Films']",0,1.3862943611198906,0.0,5.0106352940962555,1.791759469228055,7.6093665379542115,2.5649493574615367,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.970291913552122,2.0794415416798357,2.0794415416798357,88.0,4.48863636973214,2.5649493574615367,3.044522437723423,0,0.0,9.125762395500885
Belongs in Collection,16000000,0.0,"['Comedy', 'Crime']",2,9,1.0986122886681098,2.302585092994046,0,1,['Warner Bros.'],0,0.6931471805599453,0.0,5.673323267171493,1.6094379124341003,7.5953872788539725,1.3862943611198906,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.9459101490553132,1.6094379124341003,1.6094379124341003,90.0,4.51085950651685,3.713572066704308,2.6390573296152584,0,0.0,16.78645677956257
Not in Collection,39200000,17.484187330270895,"['Action', 'Science Fiction', 'Drama']",3,15,1.3862943611198906,2.772588722239781,1,0,"['CJ Entertainment', 'Opus Pictures', 'Stillking Films', 'SnowPiercer', 'Moho Film']",0,1.791759469228055,0.6931471805599453,5.318119993844216,1.6094379124341003,7.607878073278507,2.1972245773362196,0.0,1,English is Spoken Language,4,1,0,1,0,0,0,0,0,1,0,0,0,0,4.143134726391533,2.70805020110221,2.70805020110221,126.0,4.844187086458591,2.4849066497880004,3.828641396489095,0,1.0986122886681098,18.27864371502934
Belongs in Collection,16000000,0.0,"['Comedy', 'Family']",2,9,1.0986122886681098,2.302585092994046,0,1,"['Universal Pictures', 'Northern Lights Entertainment']",1,1.0986122886681098,0.6931471805599453,5.973809611869261,1.791759469228055,7.597396320212795,1.6094379124341003,0.0,1,English is Spoken Language,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2.4849066497880004,2.1972245773362196,2.1972245773362196,87.0,4.477336814478207,2.302585092994046,2.772588722239781,0,0.6931471805599453,18.80739820807371
Not in Collection,25000000,17.034386422832473,"['Thriller', 'Adventure', 'Drama']",3,12,1.3862943611198906,2.5649493574615367,0,1,"['Social Capital', 'Film Afrika Worldwide', 'Lipsync Productions', 'Procinvest Sas', 'Cinedigm', 'Magnet Media Productions', 'Magnet Media Group', 'Mirabelle Pictures', 'Alliance Cinema']",0,2.302585092994046,0.0,5.147494476813453,1.3862943611198906,7.607381425639791,1.3862943611198906,1.3862943611198906,1,English is Spoken Language,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4.007333185232471,2.3978952727983707,2.3978952727983707,113.0,4.736198448394496,2.302585092994046,2.302585092994046,0,0.6931471805599453,12.97681723877299
Not in Collection,16000000,0.0,"['Adventure', 'Drama', 'Western']",3,19,1.3862943611198906,2.995732273553991,0,1,"['Windwalker', 'Santa Fe International']",0,1.0986122886681098,0.0,5.3471075307174685,1.791759469228055,7.591357046698551,2.5649493574615367,0.0,1,English is Not Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9444389791664403,1.791759469228055,1.791759469228055,108.0,4.6913478822291435,2.3978952727983707,2.6390573296152584,0,0.0,2.9444389791664403
Not in Collection,16000000,0.0,['Documentary'],1,1,0.6931471805599453,0.6931471805599453,0,1,"['Whitewater Films', 'Very Special Projects', 'WRA Productions']",0,1.3862943611198906,0.0,4.709530201312334,0.6931471805599453,7.6093665379542115,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0794415416798357,0.6931471805599453,0.6931471805599453,100.0,4.61512051684126,2.302585092994046,0.6931471805599453,0,0.0,9.735423867488873
Not in Collection,16000000,0.0,"['Drama', 'Fantasy', 'Horror']",3,4,1.3862943611198906,1.6094379124341003,0,1,[],0,0.0,0.0,5.771441123130016,1.791759469228055,7.5953872788539725,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.1972245773362196,1.791759469228055,1.791759469228055,92.0,4.532599493153256,2.3978952727983707,1.791759469228055,0,0.0,5.488937726156687
Not in Collection,4000000,15.201805169084134,['Thriller'],1,12,0.6931471805599453,2.5649493574615367,1,1,"['Universal Pictures', 'Nuyorican Productions', 'Blumhouse Productions', 'Smart Entertainment']",1,1.6094379124341003,0.0,4.948759890378168,1.791759469228055,7.60887062919126,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.6375861597263857,2.1972245773362196,2.1972245773362196,91.0,4.5217885770490405,2.8903717578961645,2.995732273553991,0,0.0,17.7749104627067
Not in Collection,16000000,0.0,"['Action', 'Crime', 'Thriller']",3,15,1.3862943611198906,2.772588722239781,0,1,['Magnum Motion Pictures Inc..'],0,0.6931471805599453,0.0,5.6937321388027,1.0986122886681098,7.592870287844818,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3978952727983707,1.3862943611198906,1.3862943611198906,90.0,4.51085950651685,2.302585092994046,2.772588722239781,0,0.0,15.4431594395216
Belongs in Collection,20000000,16.811242881518265,"['Adventure', 'Fantasy', 'Animation', 'Family']",4,19,1.6094379124341003,2.995732273553991,0,1,"['Walt Disney Pictures', 'Walt Disney Television Animation', 'Walt Disney Animation Australia', 'DisneyToon Studios', 'Walt Disney Animation Canada']",1,1.791759469228055,0.6931471805599453,5.318119993844216,1.6094379124341003,7.602401335665818,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2.302585092994046,0.0,0.0,72.0,4.290459441148391,3.044522437723423,2.5649493574615367,0,0.0,18.51474180757216
Belongs in Collection,3500000,15.068273812173887,['Action'],1,15,0.6931471805599453,2.772588722239781,0,0,[],0,0.0,0.0,6.668228248417403,1.9459101490553132,7.603897968521881,1.3862943611198906,1.3862943611198906,1,English is Not Spoken Language,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,126.0,4.844187086458591,2.5649493574615367,2.1972245773362196,0,0.0,15.927278185925672
Not in Collection,16000000,0.0,"['Action', 'Adventure', 'Science Fiction']",3,15,1.3862943611198906,2.772588722239781,0,1,['Global Pictures'],0,0.6931471805599453,0.0,5.983936280687191,1.791759469228055,7.598399329323964,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7612001156935624,2.1972245773362196,2.1972245773362196,94.0,4.553876891600541,3.4339872044851463,2.9444389791664403,0,0.0,13.012068485488832
Not in Collection,63600000,17.968124044033623,"['Action', 'Drama', 'Thriller', 'Crime']",4,15,1.6094379124341003,2.772588722239781,0,1,"['Franchise Pictures', 'Warner Bros.', 'Morgan Creek Productions', 'The Canton Company']",0,1.6094379124341003,0.0,5.768320995793772,1.791759469228055,7.601402334583733,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.3978952727983707,2.0794415416798357,2.0794415416798357,102.0,4.634728988229636,2.3978952727983707,2.772588722239781,0,0.0,16.781453193636224
Not in Collection,32000000,17.281246492014,"['Action', 'Western']",2,15,1.0986122886681098,2.772588722239781,0,1,['TriStar Pictures'],0,0.6931471805599453,0.0,4.787491742782046,1.6094379124341003,7.59890045687141,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,2,1,0,1,0,0,0,0,0,0,0,1,1,1,2.3978952727983707,2.1972245773362196,2.1972245773362196,107.0,4.68213122712422,3.1354942159291497,2.833213344056216,0,0.0,16.73611300668165
Not in Collection,3500000,15.068273812173887,"['Comedy', 'Drama']",2,9,1.0986122886681098,2.302585092994046,0,1,"['Yari Film Group', 'Stratus Film Co.']",0,1.0986122886681098,0.0,6.016157159698354,1.0986122886681098,7.604396348796338,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0986122886681098,0.0,0.0,98.0,4.59511985013459,2.70805020110221,2.70805020110221,0,1.0986122886681098,11.642057193250064
Not in Collection,16000000,0.0,"['Comedy', 'Romance']",2,9,1.0986122886681098,2.302585092994046,0,1,"['Universal Pictures', 'Jascat']",1,1.0986122886681098,0.0,5.4510384535657,1.791759469228055,7.5953872788539725,1.6094379124341003,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,0.0,0.0,88.0,4.48863636973214,2.4849066497880004,2.0794415416798357,0,0.0,16.323246052084766
Not in Collection,125000,11.736077016252437,"['Drama', 'Comedy']",2,4,1.0986122886681098,1.6094379124341003,1,1,['Ada Films'],0,0.6931471805599453,0.0,5.365976015021851,2.0794415416798357,7.60688453121963,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.1972245773362196,1.0986122886681098,1.0986122886681098,90.0,4.51085950651685,3.044522437723423,1.9459101490553132,0,0.0,14.978661680269907
Not in Collection,9000000,16.012735246411598,"['Comedy', 'Drama']",2,9,1.0986122886681098,2.302585092994046,0,1,['Touchstone Pictures'],0,0.6931471805599453,0.0,6.035481432524756,1.6094379124341003,7.6004023345004,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,1,0,1,0,0,0,0,0,1,0,1,0,0,2.302585092994046,2.302585092994046,2.302585092994046,93.0,4.543294782270004,2.1972245773362196,2.6390573296152584,0,0.0,16.65435823460973
Not in Collection,40000000,17.50439003707821,"['Thriller', 'Horror']",2,12,1.0986122886681098,2.5649493574615367,1,1,"['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros.', 'Eyetronics', 'Chime Films']",1,1.791759469228055,0.6931471805599453,6.129050210060545,1.6094379124341003,7.60489448081162,1.6094379124341003,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.8903717578961645,2.3978952727983707,2.3978952727983707,99.0,4.605170185988092,2.4849066497880004,2.772588722239781,0,0.6931471805599453,17.955004697199083
Not in Collection,16000000,0.0,"['Fantasy', 'Action', 'Comedy', 'Science Fiction', 'Romance']",5,14,1.791759469228055,2.70805020110221,0,1,[],0,0.0,0.0,5.4510384535657,2.0794415416798357,7.595889917718538,0.6931471805599453,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6094379124341003,0.0,0.0,90.0,4.51085950651685,2.9444389791664403,1.791759469228055,0,0.0,10.12667110305036
Belongs in Collection,16000000,0.0,"['Documentary', 'Music']",2,1,1.0986122886681098,0.6931471805599453,0,1,"['IRE Productions', 'Santa Fe Institute for Regional Education']",0,1.0986122886681098,0.0,5.66988092298052,2.0794415416798357,7.592366128519796,1.9459101490553132,1.0986122886681098,1,English is Spoken Language,1,1,0,0,1,1,0,0,0,1,0,0,0,0,2.70805020110221,2.4849066497880004,2.4849066497880004,87.0,4.477336814478207,2.6390573296152584,1.0986122886681098,0,0.0,14.36008406159904
Not in Collection,19000000,16.759949589762293,"['Crime', 'Drama', 'Horror', 'Thriller']",4,5,1.6094379124341003,1.791759469228055,0,1,"['Lakeshore Entertainment', 'Firm Films', 'Screen Gems']",0,1.3862943611198906,0.0,5.926926025970411,1.791759469228055,7.603897968521881,2.302585092994046,0.6931471805599453,1,English is Spoken Language,1,1,0,0,0,0,1,0,0,0,0,1,0,1,4.143134726391533,3.091042453358316,3.091042453358316,122.0,4.812184355372417,3.295836866004329,3.044522437723423,0,0.0,18.786825985725066
Belongs in Collection,5000000,15.424948670398354,"['Mystery', 'Comedy', 'Crime']",3,8,1.3862943611198906,2.1972245773362196,0,1,"['United Artists', 'Jewel Productions', 'Pimlico Films', 'Incorporated Television Company (ITC)']",0,1.6094379124341003,0.0,5.648974238161206,1.3862943611198906,7.588829878307813,1.791759469228055,0.6931471805599453,1,English is Spoken Language,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.044522437723423,2.6390573296152584,2.6390573296152584,113.0,4.736198448394496,3.4339872044851463,3.1780538303479458,0,0.0,17.54920437846555
Belongs in Collection,2000000,14.508658238524095,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",4,19,1.6094379124341003,2.995732273553991,0,1,['Kennedy Miller Productions'],0,0.6931471805599453,0.6931471805599453,5.921578419643816,1.6094379124341003,7.591861714889934,2.5649493574615367,0.0,1,English is Spoken Language,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.6390573296152584,2.302585092994046,2.302585092994046,95.0,4.564348191467836,3.332204510175204,2.9444389791664403,0,0.0,17.01829086211791
Belongs in Collection,16000000,0.0,"['Comedy', 'Crime']",2,9,1.0986122886681098,2.302585092994046,0,1,"['Warner Bros.', 'The Ladd Company']",0,1.0986122886681098,0.0,5.739792912179234,1.6094379124341003,7.593877844605118,1.3862943611198906,1.3862943611198906,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.1972245773362196,2.1972245773362196,2.1972245773362196,87.0,4.477336814478207,3.713572066704308,2.6390573296152584,0,0.0,17.833693777206424
Not in Collection,16000000,0.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,5,1.6094379124341003,1.791759469228055,0,1,['Filmhaus'],0,0.6931471805599453,0.0,5.099866427824199,2.0794415416798357,7.59488438721652,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,1.3862943611198906,1.3862943611198906,102.0,4.634728988229636,2.70805020110221,1.9459101490553132,0,0.0,14.765483617486279
Belongs in Collection,3500000,15.068273812173887,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",5,15,1.791759469228055,2.772588722239781,0,1,['Warner Bros.'],0,0.6931471805599453,0.0,5.480638923341991,1.0986122886681098,7.633853559681768,1.0986122886681098,1.0986122886681098,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.70805020110221,2.0794415416798357,2.0794415416798357,121.0,4.804021044733257,1.9459101490553132,2.772588722239781,0,0.0,16.300417291085605
Belongs in Collection,11000000,16.213405921671733,['Adventure'],1,19,0.6931471805599453,2.995732273553991,0,1,"['Columbia Pictures Corporation', 'Price Entertainment']",0,1.0986122886681098,0.0,5.393627546352362,1.791759469228055,7.596894438144544,2.1972245773362196,0.0,1,English is Spoken Language,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,1.9459101490553132,1.9459101490553132,98.0,4.59511985013459,3.258096538021482,2.772588722239781,1,0.0,14.847931404617905
Belongs in Collection,12468389,16.33870719945715,['Comedy'],1,9,0.6931471805599453,2.302585092994046,0,1,"['Parabolic Pictures', 'Stable Way Entertainment', 'Quickfire Films', 'Screen Australia', 'Screen NSW', 'Ingenious Broadcasting', 'Unthank Films', 'Story Bridge Films', 'Auburn Entertainment']",0,2.302585092994046,0.0,4.584967478670572,1.791759469228055,7.60688453121963,2.3978952727983707,1.0986122886681098,1,English is Spoken Language,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,1.0986122886681098,1.0986122886681098,97.0,4.584967478670572,2.70805020110221,2.772588722239781,0,0.0,17.183061975975
