belongs_to_collection,has_homepage,in_english,topStudio,usa_produced,lang,topLeadActor,has_tagline,has_keywords,topLeadDirector,topLeadExecProd,topLeadProducer,topLeadComposer,topLeadDirectorPhoto,topLeadEditor,log_budget_processed,log_num_genres,log_genre_rank,log_overview_len,log_num_studios,log_numTopStudios,log_num_production_countries,log_month,log_season,log_year,log_day_of_week,log_week_of_year,log_runtime_processed,log_num_languages,log_title_len,log_num_cast,log_numTopActors,log_num_crew,log_num_male_crew,log_num_female_crew,log_numTopDirectors,log_numTopExecProd,log_numTopProducers,log_numTopComposers,log_numTopDirectorsPhoto,log_numTopEditors,log_year_to_budget_ratio,log_cast_to_budget_ratio,log_topActor_to_budget_ratio
1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,17.11134746100564,1.6094379124341003,1.6094379124341003,5.793013608384144,1.0986122886681098,0.6931471805599453,0.6931471805599453,2.3978952727983707,1.0986122886681098,7.599901959208498,1.791759469228055,3.713572066704308,4.7535901911063645,1.0986122886681098,2.70805020110221,2.9444389791664403,0.6931471805599453,2.772588722239781,2.5649493574615367,1.0986122886681098,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,9.512020050780626,14.220976332738882,17.11134746100564
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.302585092994046,5.953243334287785,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,0.0,7.603897968521881,1.791759469228055,2.8903717578961645,4.48863636973214,0.6931471805599453,3.8918202981106265,2.302585092994046,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98482524511243,14.390875265367677,0.0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.3862943611198906,1.0986122886681098,6.066108090103747,1.3862943611198906,0.0,1.0986122886681098,1.9459101490553132,1.0986122886681098,7.592366128519796,1.6094379124341003,3.1780538303479458,4.543294782270004,0.6931471805599453,2.70805020110221,1.9459101490553132,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.996361432642248,14.79634018597593,16.588099342704055
1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,17.909855136853043,1.3862943611198906,2.772588722239781,4.762173934797756,1.9459101490553132,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,7.608374474380783,1.3862943611198906,1.3862943611198906,4.663439094112067,0.6931471805599453,3.258096538021482,3.4011973816621555,1.0986122886681098,3.4657359027997265,2.5649493574615367,2.0794415416798357,0.0,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,10.302010613011186,14.542559773533117,17.216707972959764
1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.302585092994046,5.799092654460526,0.6931471805599453,0.0,0.6931471805599453,2.0794415416798357,1.3862943611198906,7.5953872788539725,1.791759469228055,3.332204510175204,4.736198448394496,0.6931471805599453,3.1354942159291497,2.6390573296152584,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.993339135269144,14.023150735242188,0.0
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,17.399029524198163,1.0986122886681098,1.6094379124341003,5.4680601411351315,1.9459101490553132,1.0986122886681098,0.6931471805599453,2.5649493574615367,0.0,7.6093665379542115,1.0986122886681098,3.912023005428146,4.584967478670572,0.6931471805599453,2.8903717578961645,3.713572066704308,0.6931471805599453,2.3978952727983707,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,9.790214865661184,13.710151153416941,17.399029524198163
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2.5649493574615367,1.791759469228055,2.70805020110221,6.520621127558696,0.6931471805599453,0.0,0.6931471805599453,2.3978952727983707,1.0986122886681098,7.599401333415815,1.3862943611198906,3.7612001156935624,4.442651256490317,1.3862943611198906,3.1780538303479458,3.2188758248682006,0.0,2.1972245773362196,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.00599402394021053,0.4054651081081644,0.0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13.815511557963774,1.3862943611198906,2.995732273553991,5.799092654460526,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,7.59337419312129,2.0794415416798357,2.3978952727983707,4.770684624465665,0.6931471805599453,3.5553480614894135,2.70805020110221,0.0,3.091042453358316,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.224622304590766,11.176467228251017,0.0
0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,12.765691290604371,0.6931471805599453,0.6931471805599453,5.937536205082426,1.791759469228055,0.0,0.6931471805599453,2.5649493574615367,0.0,7.60339933974067,1.3862943611198906,3.9318256327243257,4.454347296253507,1.0986122886681098,2.9444389791664403,1.791759469228055,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.168497355947276,11.156264806643742,0.0
0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,18.5159909328476,1.0986122886681098,1.6094379124341003,4.955827057601261,1.9459101490553132,1.0986122886681098,1.0986122886681098,2.302585092994046,0.6931471805599453,7.6093665379542115,1.6094379124341003,3.6888794541139363,4.68213122712422,0.6931471805599453,2.8903717578961645,2.8903717578961645,1.0986122886681098,4.1588830833596715,2.4849066497880004,1.3862943611198906,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0,10.907138621670216,15.682777734245917,17.822843761378564
1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,15.789591722875162,1.3862943611198906,2.995732273553991,5.3706380281276624,1.3862943611198906,1.0986122886681098,1.0986122886681098,2.5649493574615367,0.0,7.586803535162581,0.6931471805599453,3.9318256327243257,4.795790545596741,1.0986122886681098,3.044522437723423,3.2188758248682006,0.0,2.995732273553991,2.772588722239781,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,8.203568989370869,12.611541086966115,0.0
0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,0.6931471805599453,2.302585092994046,4.997212273764115,0.6931471805599453,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,7.59337419312129,1.791759469228055,3.6888794541139363,4.574710978503383,0.6931471805599453,2.6390573296152584,2.302585092994046,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.995352984671873,14.390875265367677,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,15.76142084987672,1.0986122886681098,2.772588722239781,5.393627546352362,0.6931471805599453,0.0,0.6931471805599453,2.4849066497880004,1.3862943611198906,7.601901959875166,1.791759469228055,3.8501476017100584,4.543294782270004,0.6931471805599453,2.1972245773362196,2.302585092994046,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,8.160304188729343,13.564197415396826,0.0
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16.835935492889124,1.0986122886681098,2.772588722239781,6.118097198041348,1.9459101490553132,0.0,1.3862943611198906,2.5649493574615367,0.0,7.605392364814935,1.791759469228055,3.912023005428146,4.634728988229636,1.0986122886681098,2.9444389791664403,2.8903717578961645,0.0,4.574710978503383,2.8903717578961645,1.9459101490553132,0.0,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,9.231138909719622,14.002722929320369,0.0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,16.588099342704055,0.6931471805599453,0.6931471805599453,5.147494476813453,1.0986122886681098,0.0,0.6931471805599453,1.6094379124341003,0.0,7.609862200913554,1.791759469228055,2.772588722239781,4.605170185988092,0.6931471805599453,2.6390573296152584,2.302585092994046,0.0,2.1972245773362196,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.978858796804634,14.390875265367677,0.0
0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,18.683045016112164,1.791759469228055,2.772588722239781,5.545177444479562,2.3978952727983707,0.6931471805599453,1.6094379124341003,1.6094379124341003,0.0,7.603897968521881,1.3862943611198906,2.70805020110221,4.8283137373023015,1.3862943611198906,1.9459101490553132,2.833213344056216,0.6931471805599453,4.68213122712422,3.258096538021482,2.0794415416798357,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,11.079661091637176,15.910456409256991,18.683045016112164
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,17.622173069956816,1.3862943611198906,2.8903717578961645,4.875197323201151,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.9459101490553132,1.0986122886681098,7.598399329323964,1.6094379124341003,3.258096538021482,4.499809670330265,0.6931471805599453,2.6390573296152584,3.367295829986474,0.6931471805599453,3.58351893845611,2.8903717578961645,1.0986122886681098,0.0,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,10.024319407342213,14.28996915978142,17.622173069956816
0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,18.132998684833918,1.3862943611198906,2.772588722239781,5.988961416889864,1.6094379124341003,1.0986122886681098,0.6931471805599453,2.3978952727983707,1.0986122886681098,7.6004023345004,1.791759469228055,3.784189633918261,4.605170185988092,0.6931471805599453,2.0794415416798357,2.995732273553991,0.0,3.912023005428146,2.4849066497880004,1.6094379124341003,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,10.533123351937247,15.188559945667444,0.0
0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,17.989897843244528,1.0986122886681098,2.70805020110221,5.484796933490655,1.9459101490553132,1.0986122886681098,1.3862943611198906,2.5649493574615367,0.0,7.605890001053122,1.9459101490553132,3.970291913552122,4.919980925828125,0.6931471805599453,2.833213344056216,2.9444389791664403,1.0986122886681098,3.332204510175204,2.1972245773362196,2.4849066497880004,0.6931471805599453,1.3862943611198906,1.0986122886681098,0.0,0.6931471805599453,0.0,10.384536370259651,15.099526346886785,17.296750678069195
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,16.588099342704055,1.3862943611198906,2.8903717578961645,5.575949103146316,1.0986122886681098,0.0,1.3862943611198906,2.4849066497880004,1.3862943611198906,7.6093665379542115,1.3862943611198906,3.8066624897703196,4.477336814478207,1.0986122886681098,2.9444389791664403,1.6094379124341003,0.0,2.0794415416798357,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,8.979354643075462,15.201805169084134,0.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.603968372873895,1.3862943611198906,2.772588722239781,6.331501849893691,1.0986122886681098,0.0,0.6931471805599453,1.791759469228055,0.6931471805599453,7.606387389772652,1.791759469228055,3.091042453358316,5.043425116919247,0.6931471805599453,1.9459101490553132,2.995732273553991,0.0,1.9459101490553132,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.998991136527397,11.659537575488446,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.009433329466965,1.0986122886681098,1.6094379124341003,6.593044534142437,1.3862943611198906,0.0,0.6931471805599453,1.6094379124341003,0.0,7.60887062919126,1.6094379124341003,2.9444389791664403,4.795790545596741,0.6931471805599453,3.2188758248682006,3.5553480614894135,0.0,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.401668971772502,11.483082804797775,0.0
0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,16.54987813231892,1.0986122886681098,1.6094379124341003,5.41610040220442,2.70805020110221,0.0,1.0986122886681098,1.791759469228055,0.6931471805599453,7.607381425639791,1.6094379124341003,3.044522437723423,4.820281565605037,1.3862943611198906,2.6390573296152584,2.70805020110221,0.0,3.6109179126442243,1.791759469228055,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,8.943124176980994,13.910821646859095,0.0
0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,18.31532023940565,1.0986122886681098,1.6094379124341003,5.049856007249537,1.791759469228055,0.0,0.6931471805599453,2.3978952727983707,1.0986122886681098,7.600902459542082,1.6094379124341003,3.784189633918261,5.062595033026967,1.6094379124341003,2.4849066497880004,4.04305126783455,0.0,3.7612001156935624,2.70805020110221,2.0794415416798357,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,10.714940104658588,14.28996915978142,0.0
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,8.853808274977197,1.3862943611198906,2.9444389791664403,6.0063531596017325,0.6931471805599453,0.0,0.6931471805599453,2.3978952727983707,1.0986122886681098,7.60339933974067,1.791759469228055,3.7376696182833684,4.356708826689592,0.6931471805599453,1.9459101490553132,2.995732273553991,0.0,1.9459101490553132,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5025237398218674,5.911937057563981,0.0
0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,16.300417291085605,0.6931471805599453,1.6094379124341003,5.937536205082426,1.3862943611198906,0.0,0.6931471805599453,1.6094379124341003,0.0,7.608374474380783,1.3862943611198906,2.833213344056216,4.605170185988092,0.6931471805599453,2.9444389791664403,2.3978952727983707,0.0,2.772588722239781,1.9459101490553132,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,8.692706953724661,13.997832948091215,0.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16.588099342704055,1.6094379124341003,2.8903717578961645,6.035481432524756,1.6094379124341003,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,7.600902459542082,0.6931471805599453,1.791759469228055,4.700480365792417,1.0986122886681098,3.4657359027997265,3.044522437723423,0.0,2.5649493574615367,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.987821875399616,13.592368256649284,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.3862943611198906,1.6094379124341003,5.8664680569332965,1.0986122886681098,0.0,0.6931471805599453,1.6094379124341003,0.0,7.6093665379542115,1.3862943611198906,2.8903717578961645,4.59511985013459,0.6931471805599453,2.6390573296152584,3.091042453358316,0.0,2.1972245773362196,1.0986122886681098,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,8.979354643075462,13.543578154979771,0.0
0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,15.009433329466965,1.0986122886681098,2.5649493574615367,6.1463292576688975,1.3862943611198906,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.60887062919126,1.6094379124341003,1.791759469228055,4.430816798843313,0.6931471805599453,2.9444389791664403,2.302585092994046,0.0,3.828641396489095,2.1972245773362196,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.401668971772502,12.812211176369498,0.0
0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.302585092994046,6.408528791059498,0.0,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,7.5953872788539725,1.6094379124341003,3.58351893845611,4.727387818712341,0.6931471805599453,2.3978952727983707,2.5649493574615367,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.993339135269144,14.103193380415775,0.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.388122864507256,1.6094379124341003,1.6094379124341003,5.883322388488279,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,0.0,7.60688453121963,1.791759469228055,2.70805020110221,4.948759890378168,0.6931471805599453,2.302585092994046,2.302585092994046,0.0,3.2188758248682006,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.781888898067432,14.190898897857826,0.0
1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,17.50439003707821,1.6094379124341003,2.772588722239781,6.0063531596017325,1.0986122886681098,0.0,0.6931471805599453,2.4849066497880004,1.3862943611198906,7.601901959875166,1.9459101490553132,3.8501476017100584,4.672828834461906,1.3862943611198906,2.9444389791664403,2.995732273553991,0.0,3.970291913552122,2.8903717578961645,1.0986122886681098,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,9.903037701243269,14.559951507911657,0.0
0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,15.319588176962746,1.3862943611198906,2.302585092994046,4.955827057601261,1.0986122886681098,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,7.593877844605118,1.791759469228055,3.6375861597263857,4.584967478670572,0.6931471805599453,2.4849066497880004,2.833213344056216,0.0,2.70805020110221,1.9459101490553132,1.6094379124341003,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,7.726654775469463,12.547002788050001,0.0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,13.122365377402328,1.0986122886681098,2.3978952727983707,5.645446897643238,0.6931471805599453,0.0,0.6931471805599453,2.1972245773362196,0.0,7.589841512182657,1.3862943611198906,3.5553480614894135,4.584967478670572,0.6931471805599453,3.1354942159291497,2.995732273553991,0.0,3.044522437723423,1.791759469228055,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,5.536973757720563,10.177962397515907,0.0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,16.588099342704055,0.6931471805599453,2.9444389791664403,5.817111159963204,1.0986122886681098,0.0,0.6931471805599453,1.791759469228055,0.6931471805599453,7.591861714889934,1.791759469228055,3.091042453358316,4.727387818712341,0.6931471805599453,2.0794415416798357,2.8903717578961645,0.0,3.1354942159291497,2.3978952727983707,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,8.99686603834137,13.754886998647274,0.0
1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,17.216707972959764,1.0986122886681098,2.833213344056216,5.75890177387728,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.4849066497880004,1.3862943611198906,7.6004023345004,1.791759469228055,3.871201010907891,4.382026634673881,0.6931471805599453,2.8903717578961645,2.6390573296152584,0.0,2.1972245773362196,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61687257820025,14.651759015498133,0.0
0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,16.454567959008102,1.3862943611198906,1.6094379124341003,4.727387818712341,1.0986122886681098,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,7.596392304064196,1.791759469228055,3.6635616461296463,4.7535901911063645,1.6094379124341003,2.8903717578961645,3.8066624897703196,0.0,3.784189633918261,2.6390573296152584,1.791759469228055,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,8.858820102616798,12.670381396513475,0.0
0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,17.370858648025116,1.3862943611198906,2.833213344056216,5.910796644040527,1.0986122886681098,0.0,0.6931471805599453,1.3862943611198906,1.3862943611198906,7.603897968521881,1.791759469228055,2.5649493574615367,4.343805421853684,0.6931471805599453,2.0794415416798357,2.772588722239781,0.0,1.6094379124341003,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76751656378654,14.662808846922815,0.0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,1.6094379124341003,4.812184355372417,1.0986122886681098,0.0,1.0986122886681098,2.302585092994046,0.6931471805599453,7.60887062919126,2.0794415416798357,3.6375861597263857,4.584967478670572,0.6931471805599453,2.772588722239781,2.772588722239781,0.0,2.4849066497880004,1.9459101490553132,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,8.97985073539381,13.880050016601405,0.0
0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,18.420680753952364,1.3862943611198906,1.6094379124341003,5.855071922202427,2.0794415416798357,1.0986122886681098,1.0986122886681098,2.5649493574615367,0.0,7.604396348796338,1.6094379124341003,3.912023005428146,4.969813299576001,1.0986122886681098,2.6390573296152584,3.091042453358316,0.0,4.477336814478207,2.995732273553991,1.791759469228055,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,10.816802835229286,15.376158516228921,0.0
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,18.126309696772605,1.3862943611198906,2.995732273553991,5.176149732573829,1.791759469228055,0.0,1.0986122886681098,1.6094379124341003,0.0,7.60339933974067,1.3862943611198906,2.772588722239781,4.700480365792417,1.3862943611198906,2.5649493574615367,2.70805020110221,0.0,2.4849066497880004,1.9459101490553132,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,10.52343612011211,15.487252541653975,0.0
0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,15.894952224644102,1.3862943611198906,1.791759469228055,5.802118375377063,1.0986122886681098,0.0,0.6931471805599453,2.0794415416798357,1.3862943611198906,7.597897950521784,1.6094379124341003,3.332204510175204,4.59511985013459,0.6931471805599453,2.6390573296152584,2.772588722239781,0.0,2.5649493574615367,2.3978952727983707,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,8.297804873404836,13.186903773540143,0.0
0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,16.588099342704055,1.0986122886681098,1.6094379124341003,4.8283137373023015,1.3862943611198906,0.0,1.0986122886681098,2.302585092994046,0.6931471805599453,7.607381425639791,1.6094379124341003,3.6109179126442243,4.875197323201151,1.0986122886681098,2.6390573296152584,4.007333185232471,0.6931471805599453,3.258096538021482,1.9459101490553132,1.3862943611198906,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,8.981340491078557,12.599118608634086,16.588099342704055
0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,17.822843761378564,0.6931471805599453,1.6094379124341003,5.808142489980444,1.0986122886681098,0.0,0.6931471805599453,2.5649493574615367,0.0,7.600902459542082,1.6094379124341003,3.9318256327243257,5.099866427824199,0.6931471805599453,2.833213344056216,4.276666119016055,0.6931471805599453,3.8066624897703196,3.091042453358316,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,10.222477753490411,13.560165157063688,17.822843761378564
1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,17.034386422832473,1.0986122886681098,2.8903717578961645,5.288267030694535,1.0986122886681098,0.0,1.6094379124341003,1.3862943611198906,1.3862943611198906,7.60489448081162,1.6094379124341003,2.5649493574615367,4.51085950651685,1.3862943611198906,2.9444389791664403,2.1972245773362196,0.0,3.091042453358316,2.302585092994046,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,9.43007031081387,14.954945161152589,0.0
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,16.588099342704055,0.6931471805599453,1.6094379124341003,4.852030263919617,0.0,0.0,0.6931471805599453,2.0794415416798357,1.3862943611198906,7.606387389772652,1.791759469228055,3.4339872044851463,4.532599493153256,1.0986122886681098,2.5649493574615367,2.70805020110221,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.982334896260774,13.949042825588414,0.0
0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,17.399029524198163,1.0986122886681098,1.6094379124341003,6.543911845564792,1.0986122886681098,0.6931471805599453,1.0986122886681098,2.5649493574615367,0.0,7.596894438144544,1.791759469228055,3.912023005428146,5.247024072160486,0.6931471805599453,3.5263605246161616,1.9459101490553132,0.0,2.995732273553991,2.3978952727983707,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,9.802692496382448,15.607270193858982,0.0
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,16.811242881518265,1.6094379124341003,2.772588722239781,5.942799375126701,1.9459101490553132,0.0,0.6931471805599453,2.4849066497880004,1.3862943611198906,7.60688453121963,1.791759469228055,3.8066624897703196,4.454347296253507,0.6931471805599453,1.791759469228055,3.044522437723423,0.0,3.044522437723423,2.1972245773362196,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,9.2049559866908,13.815511557963774,0.0
0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,18.132998684833918,0.6931471805599453,2.302585092994046,5.8805329864007,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.6094379124341003,0.0,7.602900462204755,1.791759469228055,2.772588722239781,4.672828834461906,0.6931471805599453,2.833213344056216,3.295836866004329,1.0986122886681098,2.4849066497880004,2.4849066497880004,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,10.530624042144817,14.874902480145709,17.439851517607305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.738810000757507,0.6931471805599453,2.302585092994046,0.0,0.6931471805599453,0.0,0.6931471805599453,2.5649493574615367,0.0,7.607381425639791,1.9459101490553132,3.9512437185814275,4.653960350157523,0.6931471805599453,3.4339872044851463,2.302585092994046,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.132219281811189,13.541586592412909,0.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15.772083513845873,1.3862943611198906,2.995732273553991,6.340359303727752,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,0.0,7.609862200913554,1.3862943611198906,2.772588722239781,4.948759890378168,0.6931471805599453,2.772588722239781,1.791759469228055,0.0,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.163001880728167,14.162646166779522,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.588099342704055,0.6931471805599453,1.6094379124341003,5.438079308923196,2.6390573296152584,0.0,1.0986122886681098,2.1972245773362196,0.0,7.6093665379542115,1.3862943611198906,3.5263605246161616,4.499809670330265,0.6931471805599453,1.6094379124341003,2.302585092994046,0.0,2.70805020110221,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,8.979354643075462,14.390875265367677,0.0
1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,17.909855136853043,1.0986122886681098,2.8903717578961645,6.2285110035911835,1.0986122886681098,0.6931471805599453,0.6931471805599453,2.4849066497880004,1.3862943611198906,7.599401333415815,1.791759469228055,3.8501476017100584,4.499809670330265,0.6931471805599453,2.9444389791664403,3.044522437723423,0.6931471805599453,2.5649493574615367,2.3978952727983707,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,10.31098792942831,14.914123179965662,17.909855136853043
1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,16.705882371415992,0.6931471805599453,2.302585092994046,6.1092475827643655,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553132,1.0986122886681098,7.591861714889934,1.791759469228055,3.258096538021482,4.564348191467836,1.6094379124341003,2.9444389791664403,3.5263605246161616,0.0,2.0794415416798357,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.114635318661776,13.209376587725611,0.0
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.302585092994046,5.564520407322694,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.605392364814935,1.791759469228055,1.3862943611198906,4.477336814478207,0.6931471805599453,3.091042453358316,3.4011973816621555,0.6931471805599453,2.833213344056216,2.1972245773362196,1.0986122886681098,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,8.98333029151797,13.220805262715938,16.588099342704055
0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,16.588099342704055,1.0986122886681098,2.302585092994046,5.187385805840755,0.6931471805599453,0.0,0.6931471805599453,2.0794415416798357,1.3862943611198906,7.607878073278507,1.3862943611198906,3.332204510175204,4.31748811353631,0.6931471805599453,3.295836866004329,2.0794415416798357,0.0,3.091042453358316,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.980843659150535,14.642189568648647,0.0
